liczba_opozn;wykorz_limit;bad_flag;points1;points2;score
0;0,12;0;28;32;60
0;0,19;0;28;25;53
0;0,16;0;28;25;53
2;0,73;0;0;0;0
0;0,48;1;28;0;28
0;0,29;0;28;17;45
0;0,15;0;28;32;60
0;0,21;0;28;25;53
0;0,46;1;28;0;28
0;0,1;0;28;32;60
1;0;0;15;32;47
0;0,29;0;28;17;45
1;0,65;0;15;0;15
0;0,29;1;28;17;45
0;0,09;0;28;32;60
0;0,38;0;28;17;45
2;0,14;0;0;32;32
0;0,22;0;28;25;53
0;0,31;0;28;17;45
0;0,44;0;28;0;28
0;0,26;0;28;25;53
1;0,08;0;15;32;47
0;0,1;0;28;32;60
1;0,47;0;15;0;15
1;0,62;0;15;0;15
1;0,08;0;15;32;47
0;0,02;0;28;32;60
0;0,19;0;28;25;53
0;0,01;0;28;32;60
0;0,01;0;28;32;60
0;0,32;1;28;17;45
3;0,51;0;0;0;0
3;0,62;1;0;0;0
2;0,72;1;0;0;0
3;0,71;1;0;0;0
1;0,12;0;15;32;47
0;0,09;0;28;32;60
0;0,15;0;28;32;60
0;0,32;0;28;17;45
0;0,3;0;28;17;45
0;0,33;1;28;17;45
1;0,57;1;15;0;15
1;0,29;1;15;17;32
0;0,18;0;28;25;53
0;0,12;0;28;32;60
0;0,46;1;28;0;28
3;0,6;1;0;0;0
0;0,4;1;28;0;28
0;0,08;0;28;32;60
0;0,15;0;28;32;60
1;0,39;0;15;0;15
0;0,15;0;28;32;60
1;0,47;0;15;0;15
0;0,15;0;28;32;60
0;0,04;0;28;32;60
1;0,26;1;15;25;40
0;0,24;0;28;25;53
0;0,08;0;28;32;60
0;0,07;0;28;32;60
0;0,46;0;28;0;28
2;0,51;0;0;0;0
0;0,12;0;28;32;60
0;0,47;0;28;0;28
0;0,28;0;28;17;45
0;0,03;0;28;32;60
0;0,19;0;28;25;53
0;0,07;0;28;32;60
3;0,08;0;0;32;32
1;0,16;0;15;25;40
1;0,17;0;15;25;40
0;0,14;0;28;32;60
0;0,27;1;28;17;45
2;0,45;0;0;0;0
1;0,41;0;15;0;15
0;0,39;0;28;0;28
0;0,06;0;28;32;60
3;0,62;0;0;0;0
1;0,28;0;15;17;32
2;0,67;1;0;0;0
0;0,52;0;28;0;28
0;0,24;0;28;25;53
1;0,29;0;15;17;32
3;0,2;0;0;25;25
0;0,28;1;28;17;45
2;0,32;0;0;17;17
0;0,45;0;28;0;28
1;0,13;0;15;32;47
2;0,33;0;0;17;17
2;0,17;0;0;25;25
0;0,54;1;28;0;28
0;0,27;0;28;17;45
2;0,54;1;0;0;0
0;0,11;0;28;32;60
0;0,5;0;28;0;28
0;0,37;0;28;17;45
1;0,15;0;15;32;47
0;0,07;0;28;32;60
0;0,16;0;28;25;53
1;0,39;0;15;0;15
1;0,27;0;15;17;32
2;0,04;1;0;32;32
1;0,34;0;15;17;32
1;0,37;1;15;17;32
0;0,49;1;28;0;28
0;0,28;0;28;17;45
0;0,21;0;28;25;53
0;0,24;0;28;25;53
0;0,14;1;28;32;60
0;0,18;0;28;25;53
0;0,46;0;28;0;28
0;0,36;0;28;17;45
0;0,17;0;28;25;53
0;0,3;0;28;17;45
3;0,32;0;0;17;17
0;0,6;0;28;0;28
0;0,41;0;28;0;28
0;0,13;0;28;32;60
0;0,19;0;28;25;53
0;0,27;1;28;17;45
0;0,41;0;28;0;28
0;0,45;0;28;0;28
0;0,23;0;28;25;53
2;0,4;0;0;0;0
0;0,37;0;28;17;45
1;0,4;1;15;0;15
4;0,27;0;0;17;17
2;0,04;0;0;32;32
0;0,02;0;28;32;60
1;0,6;1;15;0;15
1;0,41;0;15;0;15
1;0,38;0;15;17;32
0;0,16;0;28;25;53
0;0,38;0;28;17;45
2;0,1;0;0;32;32
1;0,52;0;15;0;15
0;0,25;0;28;25;53
0;0,47;0;28;0;28
0;0,21;0;28;25;53
3;0,21;1;0;25;25
1;0,32;1;15;17;32
0;0,25;0;28;25;53
2;0,16;1;0;25;25
0;0,5;0;28;0;28
0;0,04;0;28;32;60
1;0,44;0;15;0;15
0;0,34;0;28;17;45
0;0,16;0;28;25;53
2;0,29;0;0;17;17
0;0,46;1;28;0;28
3;0,47;1;0;0;0
0;0,03;0;28;32;60
0;0,18;0;28;25;53
0;0,32;0;28;17;45
0;0,17;0;28;25;53
0;0,14;0;28;32;60
1;0,36;1;15;17;32
2;0,06;0;0;32;32
0;0,22;0;28;25;53
1;0,08;0;15;32;47
1;0,43;0;15;0;15
0;0,09;0;28;32;60
4;0,49;1;0;0;0
0;0,17;0;28;25;53
2;0,33;0;0;17;17
0;0,35;0;28;17;45
2;0,27;1;0;17;17
1;0,26;1;15;25;40
0;0,18;0;28;25;53
0;0,11;0;28;32;60
0;0,37;0;28;17;45
0;0,25;0;28;25;53
0;0,16;0;28;25;53
0;0,04;0;28;32;60
0;0,24;0;28;25;53
3;0,25;0;0;25;25
0;0,15;1;28;32;60
2;0,59;1;0;0;0
0;0,26;0;28;25;53
0;0,35;0;28;17;45
0;0,41;1;28;0;28
0;0,11;0;28;32;60
0;0,26;0;28;25;53
0;0,41;1;28;0;28
1;0,28;0;15;17;32
0;0,24;0;28;25;53
0;0,25;1;28;25;53
2;0,35;1;0;17;17
0;0,18;0;28;25;53
3;0,46;0;0;0;0
0;0,35;0;28;17;45
0;0,56;0;28;0;28
2;0,38;0;0;17;17
0;0,6;1;28;0;28
0;0,18;0;28;25;53
0;0,09;0;28;32;60
0;0,25;0;28;25;53
0;0,34;1;28;17;45
0;0,13;1;28;32;60
1;0,32;0;15;17;32
2;0,33;1;0;17;17
0;0,18;0;28;25;53
0;0,47;0;28;0;28
0;0,2;0;28;25;53
2;0,04;0;0;32;32
0;0,17;0;28;25;53
0;0,18;0;28;25;53
2;0,09;0;0;32;32
0;0,33;0;28;17;45
0;0,07;0;28;32;60
1;0,32;0;15;17;32
2;0,5;0;0;0;0
0;0,06;0;28;32;60
0;0,09;0;28;32;60
2;0,06;0;0;32;32
1;0,02;0;15;32;47
3;0,25;1;0;25;25
0;0,43;0;28;0;28
0;0,09;0;28;32;60
1;0,47;1;15;0;15
0;0,24;0;28;25;53
1;0,35;1;15;17;32
4;0,68;1;0;0;0
0;0,66;0;28;0;28
1;0,52;0;15;0;15
2;0,44;0;0;0;0
0;0,16;0;28;25;53
0;0,34;0;28;17;45
0;0,55;0;28;0;28
1;0,7;0;15;0;15
0;0,14;0;28;32;60
0;0,13;0;28;32;60
0;0,3;0;28;17;45
0;0,31;0;28;17;45
0;0,2;0;28;25;53
0;0,11;1;28;32;60
0;0,03;0;28;32;60
0;0,36;0;28;17;45
0;0,13;0;28;32;60
0;0,1;1;28;32;60
0;0,27;0;28;17;45
0;0,34;0;28;17;45
0;0,34;1;28;17;45
0;0,42;0;28;0;28
1;0,24;0;15;25;40
1;0,64;0;15;0;15
0;0,27;0;28;17;45
1;0,67;1;15;0;15
1;0,21;0;15;25;40
0;0,14;0;28;32;60
2;0,35;0;0;17;17
0;0,43;0;28;0;28
0;0,16;0;28;25;53
0;0,28;0;28;17;45
2;0,38;1;0;17;17
1;0,56;1;15;0;15
0;0,14;0;28;32;60
0;0,44;0;28;0;28
0;0,26;1;28;25;53
4;0,39;0;0;0;0
1;0,17;0;15;25;40
2;0,3;1;0;17;17
0;0,18;0;28;25;53
1;0,61;1;15;0;15
0;0,13;0;28;32;60
0;0,77;1;28;0;28
1;0,32;0;15;17;32
1;0,25;0;15;25;40
2;0,5;0;0;0;0
4;0,62;1;0;0;0
1;0,45;0;15;0;15
1;0,19;0;15;25;40
0;0,23;0;28;25;53
1;0,37;1;15;17;32
0;0,24;0;28;25;53
0;0,11;0;28;32;60
0;0,09;0;28;32;60
0;0,17;0;28;25;53
1;0,35;0;15;17;32
0;0,08;0;28;32;60
0;0,22;0;28;25;53
2;0,03;0;0;32;32
0;0,32;0;28;17;45
0;0,01;0;28;32;60
0;0,27;0;28;17;45
0;0,25;0;28;25;53
0;0,01;0;28;32;60
0;0,11;0;28;32;60
3;0,6;1;0;0;0
0;0,14;0;28;32;60
0;0,3;0;28;17;45
0;0,17;0;28;25;53
0;0,16;0;28;25;53
1;0,55;1;15;0;15
0;0,58;0;28;0;28
1;0,18;1;15;25;40
3;0,57;1;0;0;0
0;0,1;0;28;32;60
2;0,51;1;0;0;0
2;0,26;0;0;25;25
0;0,14;0;28;32;60
2;0,27;0;0;17;17
0;0,21;0;28;25;53
0;0,03;0;28;32;60
0;0,23;0;28;25;53
0;0,23;0;28;25;53
1;0,42;0;15;0;15
0;0,21;1;28;25;53
0;0,13;0;28;32;60
0;0,09;0;28;32;60
0;0,39;0;28;0;28
0;0,28;0;28;17;45
1;0,5;0;15;0;15
0;0,15;0;28;32;60
0;0,31;0;28;17;45
1;0,44;0;15;0;15
3;0,28;0;0;17;17
0;0,24;0;28;25;53
0;0,28;0;28;17;45
0;0,18;0;28;25;53
0;0,38;0;28;17;45
1;0,11;1;15;32;47
3;0,23;0;0;25;25
0;0,29;0;28;17;45
1;0,19;0;15;25;40
0;0,34;0;28;17;45
0;0,09;0;28;32;60
1;0,38;0;15;17;32
0;0,02;0;28;32;60
0;0,23;0;28;25;53
1;0,57;0;15;0;15
2;0,12;0;0;32;32
2;0,26;0;0;25;25
0;0,1;0;28;32;60
0;0,48;0;28;0;28
0;0,06;0;28;32;60
1;0,31;1;15;17;32
0;0,4;0;28;0;28
0;0,05;0;28;32;60
1;0,38;0;15;17;32
0;0,35;0;28;17;45
0;0,01;0;28;32;60
0;0,1;1;28;32;60
0;0,26;0;28;25;53
2;0,33;1;0;17;17
3;0,38;0;0;17;17
0;0,46;0;28;0;28
2;0,55;1;0;0;0
3;0,2;1;0;25;25
0;0,49;0;28;0;28
0;0,71;0;28;0;28
1;0,01;0;15;32;47
0;0,06;0;28;32;60
0;0,39;0;28;0;28
1;0,21;0;15;25;40
0;0,23;0;28;25;53
0;0,17;0;28;25;53
0;0,4;0;28;0;28
0;0,2;0;28;25;53
1;0,28;0;15;17;32
0;0,05;0;28;32;60
1;0,37;1;15;17;32
0;0,33;0;28;17;45
0;0,03;0;28;32;60
1;0,37;0;15;17;32
0;0,32;0;28;17;45
1;0,02;0;15;32;47
0;0,19;0;28;25;53
2;0,45;1;0;0;0
0;0,15;0;28;32;60
0;0,27;0;28;17;45
2;0,18;0;0;25;25
0;0,01;0;28;32;60
0;0,49;0;28;0;28
2;0,59;1;0;0;0
2;0,47;1;0;0;0
2;0,17;0;0;25;25
0;0,14;0;28;32;60
0;0,44;0;28;0;28
1;0,31;0;15;17;32
0;0,14;0;28;32;60
1;0,37;0;15;17;32
0;0,16;0;28;25;53
1;0,27;1;15;17;32
0;0,19;0;28;25;53
3;0,4;1;0;0;0
2;0,39;0;0;0;0
2;0,74;1;0;0;0
3;0,2;1;0;25;25
0;0,04;0;28;32;60
2;0,41;0;0;0;0
0;0,34;0;28;17;45
3;0,23;0;0;25;25
0;0,36;0;28;17;45
3;0,32;0;0;17;17
0;0,38;0;28;17;45
3;0,39;0;0;0;0
1;0,32;0;15;17;32
0;0,01;0;28;32;60
0;0,37;1;28;17;45
1;0,44;1;15;0;15
0;0,45;0;28;0;28
0;0,34;0;28;17;45
0;0,1;0;28;32;60
0;0,2;0;28;25;53
0;0,17;0;28;25;53
0;0,37;0;28;17;45
2;0,21;0;0;25;25
0;0,26;0;28;25;53
0;0,43;0;28;0;28
2;0,1;0;0;32;32
0;0,45;0;28;0;28
2;0,41;0;0;0;0
0;0,41;0;28;0;28
0;0,02;0;28;32;60
0;0,18;1;28;25;53
0;0,01;0;28;32;60
0;0,05;0;28;32;60
0;0,3;0;28;17;45
0;0,2;0;28;25;53
0;0,2;0;28;25;53
1;0,37;0;15;17;32
1;0,11;0;15;32;47
1;0,31;0;15;17;32
1;0,18;1;15;25;40
0;0,43;0;28;0;28
0;0,29;0;28;17;45
1;0,19;0;15;25;40
1;0,39;1;15;0;15
0;0,07;0;28;32;60
0;0,03;0;28;32;60
0;0,21;0;28;25;53
0;0,04;0;28;32;60
0;0,02;0;28;32;60
0;0,12;0;28;32;60
0;0,24;0;28;25;53
0;0,1;0;28;32;60
2;0,34;0;0;17;17
1;0,57;1;15;0;15
0;0,1;0;28;32;60
1;0,26;0;15;25;40
0;0,05;1;28;32;60
0;0,1;0;28;32;60
0;0,1;0;28;32;60
0;0,35;1;28;17;45
0;0,08;0;28;32;60
3;0,37;0;0;17;17
0;0,15;0;28;32;60
0;0,05;0;28;32;60
0;0,13;0;28;32;60
0;0,27;0;28;17;45
1;0,72;0;15;0;15
0;0,29;0;28;17;45
0;0,3;1;28;17;45
2;0,55;0;0;0;0
0;0,25;0;28;25;53
2;0,5;0;0;0;0
0;0,44;0;28;0;28
2;0,66;0;0;0;0
0;0,42;0;28;0;28
0;0,45;0;28;0;28
0;0,18;0;28;25;53
1;0,19;0;15;25;40
1;0,24;1;15;25;40
1;0,39;0;15;0;15
0;0,17;0;28;25;53
3;0,55;1;0;0;0
1;0,26;0;15;25;40
2;0,1;0;0;32;32
0;0,22;0;28;25;53
0;0,61;0;28;0;28
0;0,14;0;28;32;60
0;0,3;0;28;17;45
0;0,13;0;28;32;60
0;0,27;0;28;17;45
0;0,17;0;28;25;53
1;0,32;1;15;17;32
1;0,36;1;15;17;32
0;0,22;0;28;25;53
1;0,01;0;15;32;47
2;0,36;0;0;17;17
2;0,46;1;0;0;0
1;0,14;0;15;32;47
0;0,11;0;28;32;60
0;0,16;0;28;25;53
3;0,39;0;0;0;0
0;0,06;0;28;32;60
1;0,21;0;15;25;40
3;0,7;1;0;0;0
3;0,32;0;0;17;17
0;0,13;0;28;32;60
0;0,13;0;28;32;60
0;0,07;0;28;32;60
0;0,2;0;28;25;53
0;0,11;0;28;32;60
0;0,12;1;28;32;60
1;0,5;0;15;0;15
1;0,17;0;15;25;40
0;0,15;0;28;32;60
0;0,19;0;28;25;53
0;0,29;0;28;17;45
0;0,43;0;28;0;28
0;0,14;0;28;32;60
0;0,16;0;28;25;53
0;0,13;0;28;32;60
0;0,23;0;28;25;53
2;0,14;0;0;32;32
0;0,37;0;28;17;45
0;0,39;0;28;0;28
1;0,16;0;15;25;40
6;0,42;1;0;0;0
0;0,06;0;28;32;60
0;0,03;0;28;32;60
0;0,35;0;28;17;45
1;0,07;0;15;32;47
2;0,53;1;0;0;0
0;0,15;0;28;32;60
2;0,15;1;0;32;32
2;0,45;1;0;0;0
2;0,29;0;0;17;17
2;0,4;0;0;0;0
0;0,11;0;28;32;60
2;0,46;1;0;0;0
2;0,39;0;0;0;0
2;0,45;0;0;0;0
1;0,67;0;15;0;15
0;0,02;0;28;32;60
2;0,23;0;0;25;25
0;0,08;0;28;32;60
1;0,21;0;15;25;40
3;0,56;0;0;0;0
0;0,02;0;28;32;60
2;0,52;0;0;0;0
1;0,41;1;15;0;15
0;0,41;1;28;0;28
0;0,18;0;28;25;53
0;0,3;0;28;17;45
1;0,47;0;15;0;15
0;0,16;0;28;25;53
1;0,4;0;15;0;15
0;0,37;0;28;17;45
2;0,43;0;0;0;0
0;0,17;0;28;25;53
0;0,07;0;28;32;60
0;0,17;0;28;25;53
0;0,03;0;28;32;60
0;0,15;0;28;32;60
0;0,21;0;28;25;53
0;0,37;0;28;17;45
0;0,34;0;28;17;45
2;0,26;0;0;25;25
2;0,5;1;0;0;0
0;0,12;0;28;32;60
0;0,2;0;28;25;53
2;0,43;0;0;0;0
0;0,24;0;28;25;53
0;0,11;0;28;32;60
0;0,11;0;28;32;60
1;0,32;0;15;17;32
0;0,37;0;28;17;45
0;0,1;0;28;32;60
0;0,41;0;28;0;28
0;0,14;0;28;32;60
0;0,59;0;28;0;28
2;0,34;0;0;17;17
0;0,3;0;28;17;45
0;0;0;28;32;60
0;0,43;0;28;0;28
2;0,29;1;0;17;17
0;0,04;0;28;32;60
3;0,3;0;0;17;17
0;0,23;0;28;25;53
0;0,02;0;28;32;60
0;0,06;0;28;32;60
0;0,27;0;28;17;45
1;0,31;0;15;17;32
0;0,47;1;28;0;28
0;0,14;0;28;32;60
0;0,45;0;28;0;28
0;0,08;0;28;32;60
1;0,3;1;15;17;32
2;0,32;0;0;17;17
0;0,22;0;28;25;53
0;0,11;0;28;32;60
0;0,27;0;28;17;45
0;0,11;0;28;32;60
0;0,08;1;28;32;60
0;0,59;1;28;0;28
3;0,37;1;0;17;17
3;0,49;0;0;0;0
0;0,12;0;28;32;60
0;0,47;1;28;0;28
0;0,06;0;28;32;60
0;0,24;0;28;25;53
0;0,15;0;28;32;60
4;0,32;0;0;17;17
2;0,43;0;0;0;0
0;0,15;0;28;32;60
0;0,4;0;28;0;28
0;0,04;0;28;32;60
0;0,03;0;28;32;60
0;0,19;0;28;25;53
1;0,27;0;15;17;32
2;0,43;1;0;0;0
0;0,14;1;28;32;60
1;0,06;0;15;32;47
0;0,08;0;28;32;60
3;0,58;0;0;0;0
0;0,12;0;28;32;60
3;0,37;0;0;17;17
0;0,31;1;28;17;45
0;0,08;0;28;32;60
0;0,09;0;28;32;60
2;0,48;0;0;0;0
1;0,18;0;15;25;40
0;0,26;0;28;25;53
0;0,52;0;28;0;28
2;0,2;0;0;25;25
0;0,23;0;28;25;53
0;0,34;0;28;17;45
0;0,03;0;28;32;60
0;0,12;0;28;32;60
1;0,07;0;15;32;47
1;0,14;0;15;32;47
0;0,31;0;28;17;45
1;0,3;1;15;17;32
0;0,4;0;28;0;28
0;0,18;0;28;25;53
2;0,18;0;0;25;25
0;0,06;0;28;32;60
0;0,52;1;28;0;28
0;0,25;1;28;25;53
0;0,52;0;28;0;28
1;0,24;0;15;25;40
2;0,4;0;0;0;0
0;0,1;0;28;32;60
0;0,19;0;28;25;53
0;0,23;0;28;25;53
0;0,54;0;28;0;28
1;0,54;1;15;0;15
0;0,31;1;28;17;45
0;0,33;0;28;17;45
2;0,46;0;0;0;0
0;0,18;0;28;25;53
0;0,54;0;28;0;28
0;0,33;0;28;17;45
1;0,43;1;15;0;15
0;0,25;0;28;25;53
0;0,14;0;28;32;60
1;0,34;1;15;17;32
0;0,33;0;28;17;45
3;0,35;0;0;17;17
1;0,44;0;15;0;15
0;0,08;0;28;32;60
1;0,21;0;15;25;40
0;0,27;0;28;17;45
0;0,28;1;28;17;45
0;0,31;0;28;17;45
0;0,47;0;28;0;28
0;0,07;0;28;32;60
3;0,29;0;0;17;17
0;0,21;0;28;25;53
2;0,28;0;0;17;17
0;0,13;0;28;32;60
0;0;0;28;32;60
0;0,11;0;28;32;60
0;0,23;0;28;25;53
1;0,21;0;15;25;40
1;0,37;1;15;17;32
1;0,36;1;15;17;32
0;0,27;0;28;17;45
0;0,19;0;28;25;53
1;0,42;0;15;0;15
0;0,02;0;28;32;60
0;0,24;0;28;25;53
0;0,2;0;28;25;53
0;0,38;0;28;17;45
2;0,31;0;0;17;17
1;0,22;1;15;25;40
0;0,16;0;28;25;53
0;0,18;0;28;25;53
1;0,22;0;15;25;40
0;0,41;0;28;0;28
2;0,46;0;0;0;0
2;0,28;0;0;17;17
0;0,03;0;28;32;60
0;0,32;0;28;17;45
1;0,37;0;15;17;32
0;0,16;0;28;25;53
0;0,58;0;28;0;28
1;0,35;0;15;17;32
0;0,08;0;28;32;60
0;0,08;0;28;32;60
1;0,45;0;15;0;15
0;0,11;0;28;32;60
0;0,03;0;28;32;60
1;0,41;0;15;0;15
1;0,59;0;15;0;15
0;0,15;0;28;32;60
0;0,28;0;28;17;45
0;0,18;0;28;25;53
0;0,16;0;28;25;53
1;0,42;1;15;0;15
0;0,07;0;28;32;60
2;0,26;0;0;25;25
0;0,51;0;28;0;28
0;0,06;0;28;32;60
1;0,56;0;15;0;15
1;0,62;1;15;0;15
0;0,38;0;28;17;45
4;0,38;0;0;17;17
3;0,33;0;0;17;17
3;0,53;1;0;0;0
0;0,26;0;28;25;53
0;0,22;1;28;25;53
0;0,19;0;28;25;53
0;0,31;0;28;17;45
0;0,2;0;28;25;53
1;0,57;0;15;0;15
0;0,32;0;28;17;45
1;0,21;1;15;25;40
0;0,07;0;28;32;60
0;0,1;0;28;32;60
0;0,13;0;28;32;60
0;0,36;0;28;17;45
1;0,16;0;15;25;40
1;0,55;0;15;0;15
0;0,14;0;28;32;60
0;0,57;1;28;0;28
0;0,19;0;28;25;53
0;0,19;0;28;25;53
0;0,27;1;28;17;45
0;0,16;0;28;25;53
0;0,37;0;28;17;45
0;0,57;0;28;0;28
0;0,17;0;28;25;53
1;0,55;0;15;0;15
0;0,24;0;28;25;53
1;0,63;0;15;0;15
0;0,63;0;28;0;28
1;0,41;0;15;0;15
0;0,14;0;28;32;60
0;0,25;0;28;25;53
0;0,26;0;28;25;53
3;0,58;1;0;0;0
0;0,34;0;28;17;45
0;0,58;0;28;0;28
0;0,11;0;28;32;60
2;0,19;0;0;25;25
0;0,17;0;28;25;53
1;0,56;1;15;0;15
0;0,28;0;28;17;45
0;0,33;0;28;17;45
0;0,3;0;28;17;45
1;0,05;0;15;32;47
0;0,25;0;28;25;53
1;0,37;0;15;17;32
1;0,09;0;15;32;47
3;0,42;0;0;0;0
0;0,35;0;28;17;45
2;0,23;0;0;25;25
0;0;0;28;32;60
0;0,15;0;28;32;60
0;0,2;1;28;25;53
0;0,3;1;28;17;45
3;0,35;1;0;17;17
0;0,11;1;28;32;60
0;0,06;0;28;32;60
1;0,09;0;15;32;47
1;0,27;0;15;17;32
0;0,13;0;28;32;60
0;0,3;1;28;17;45
0;0,21;0;28;25;53
0;0,32;0;28;17;45
1;0,43;0;15;0;15
2;0,22;1;0;25;25
3;0,54;1;0;0;0
0;0,14;0;28;32;60
2;0,15;0;0;32;32
0;0,02;0;28;32;60
0;0,25;0;28;25;53
0;0,03;0;28;32;60
0;0,33;0;28;17;45
0;0,11;1;28;32;60
0;0,21;0;28;25;53
0;0,13;0;28;32;60
0;0,1;0;28;32;60
0;0,13;0;28;32;60
2;0,12;1;0;32;32
0;0,5;0;28;0;28
0;0,25;0;28;25;53
1;0,28;0;15;17;32
1;0,15;0;15;32;47
1;0,33;0;15;17;32
3;0,73;1;0;0;0
0;0,23;0;28;25;53
3;0,33;1;0;17;17
0;0,29;1;28;17;45
2;0,21;0;0;25;25
0;0,4;0;28;0;28
1;0,33;1;15;17;32
0;0,25;0;28;25;53
0;0,11;0;28;32;60
3;0,48;1;0;0;0
1;0,48;1;15;0;15
1;0,27;0;15;17;32
0;0,12;1;28;32;60
1;0,21;0;15;25;40
0;0,17;0;28;25;53
0;0,53;0;28;0;28
0;0,26;0;28;25;53
0;0,07;0;28;32;60
1;0,27;0;15;17;32
1;0,15;0;15;32;47
0;0,49;0;28;0;28
0;0,26;0;28;25;53
0;0,56;0;28;0;28
0;0,55;1;28;0;28
1;0,3;0;15;17;32
0;0,1;0;28;32;60
0;0,22;0;28;25;53
0;0,09;0;28;32;60
0;0,24;0;28;25;53
3;0,24;1;0;25;25
2;0,46;0;0;0;0
0;0,39;0;28;0;28
0;0,45;1;28;0;28
0;0,26;0;28;25;53
0;0,19;1;28;25;53
2;0,22;0;0;25;25
2;0,39;1;0;0;0
2;0,48;0;0;0;0
2;0,5;0;0;0;0
2;0,14;0;0;32;32
2;0,33;1;0;17;17
2;0,73;1;0;0;0
4;0,45;0;0;0;0
2;0,23;0;0;25;25
0;0,19;0;28;25;53
0;0,22;0;28;25;53
0;0,19;1;28;25;53
2;0,3;0;0;17;17
0;0,16;0;28;25;53
2;0,39;0;0;0;0
0;0,09;0;28;32;60
0;0,2;0;28;25;53
0;0,53;0;28;0;28
1;0,52;0;15;0;15
2;0,29;1;0;17;17
0;0,19;0;28;25;53
0;0,03;0;28;32;60
0;0,28;0;28;17;45
0;0,08;0;28;32;60
0;0,24;0;28;25;53
0;0,09;1;28;32;60
0;0,22;0;28;25;53
0;0,16;0;28;25;53
2;0,38;1;0;17;17
2;0,29;0;0;17;17
0;0,01;0;28;32;60
0;0,25;0;28;25;53
0;0,37;1;28;17;45
0;0,03;0;28;32;60
0;0,48;0;28;0;28
0;0,03;0;28;32;60
0;0,26;0;28;25;53
0;0,31;0;28;17;45
0;0,07;0;28;32;60
0;0,34;0;28;17;45
1;0,48;0;15;0;15
3;0,46;0;0;0;0
0;0,05;0;28;32;60
1;0,26;0;15;25;40
0;0,2;0;28;25;53
2;0,54;1;0;0;0
0;0,41;0;28;0;28
0;0,21;0;28;25;53
0;0,2;0;28;25;53
0;0,16;1;28;25;53
0;0,24;0;28;25;53
2;0,38;0;0;17;17
2;0,15;0;0;32;32
1;0,47;1;15;0;15
1;0,45;1;15;0;15
1;0,42;0;15;0;15
0;0,42;1;28;0;28
0;0,26;0;28;25;53
0;0,06;0;28;32;60
3;0,42;1;0;0;0
0;0,48;0;28;0;28
2;0,31;1;0;17;17
1;0,78;1;15;0;15
0;0,15;0;28;32;60
1;0,73;1;15;0;15
0;0,39;0;28;0;28
0;0,34;0;28;17;45
0;0,08;1;28;32;60
0;0,16;0;28;25;53
2;0,53;1;0;0;0
0;0,08;0;28;32;60
1;0,46;0;15;0;15
1;0,42;0;15;0;15
2;0,1;0;0;32;32
1;0,14;0;15;32;47
0;0,34;0;28;17;45
0;0,39;0;28;0;28
1;0,33;0;15;17;32
0;0,4;0;28;0;28
0;0,27;0;28;17;45
0;0,11;0;28;32;60
1;0,19;0;15;25;40
1;0,15;1;15;32;47
0;0,3;0;28;17;45
0;0,38;1;28;17;45
0;0,24;1;28;25;53
0;0,19;0;28;25;53
0;0,08;0;28;32;60
0;0,15;0;28;32;60
0;0,21;1;28;25;53
0;0,37;0;28;17;45
0;0,45;0;28;0;28
0;0,13;0;28;32;60
1;0,69;1;15;0;15
1;0,47;0;15;0;15
0;0,19;0;28;25;53
0;0,1;0;28;32;60
0;0,14;0;28;32;60
0;0,29;0;28;17;45
0;0,31;0;28;17;45
2;0,62;0;0;0;0
0;0,06;0;28;32;60
0;0,36;0;28;17;45
0;0,56;1;28;0;28
0;0,35;0;28;17;45
0;0,05;0;28;32;60
0;0,14;0;28;32;60
2;0,12;1;0;32;32
0;0,08;0;28;32;60
0;0,05;0;28;32;60
0;0,35;1;28;17;45
0;0,11;0;28;32;60
0;0,12;0;28;32;60
1;0,62;1;15;0;15
5;0,48;1;0;0;0
2;0,36;1;0;17;17
0;0,22;0;28;25;53
1;0,39;0;15;0;15
1;0,19;0;15;25;40
0;0,21;0;28;25;53
0;0,13;0;28;32;60
1;0,47;0;15;0;15
0;0,22;0;28;25;53
5;0,48;1;0;0;0
0;0,07;0;28;32;60
0;0,08;0;28;32;60
3;0,24;0;0;25;25
0;0,03;0;28;32;60
2;0,11;0;0;32;32
0;0;0;28;32;60
1;0,32;0;15;17;32
0;0,18;0;28;25;53
0;0,15;0;28;32;60
1;0,32;1;15;17;32
0;0,45;1;28;0;28
0;0,41;0;28;0;28
0;0,01;0;28;32;60
0;0,28;0;28;17;45
0;0,51;1;28;0;28
0;0,1;0;28;32;60
4;0,53;0;0;0;0
0;0,07;0;28;32;60
0;0,13;0;28;32;60
3;0,47;1;0;0;0
1;0,28;0;15;17;32
1;0,26;0;15;25;40
3;0,58;0;0;0;0
0;0,08;0;28;32;60
0;0,06;1;28;32;60
0;0,24;0;28;25;53
2;0,53;1;0;0;0
0;0,25;0;28;25;53
0;0,5;1;28;0;28
0;0,21;0;28;25;53
0;0,21;0;28;25;53
0;0,26;0;28;25;53
0;0,72;1;28;0;28
0;0,13;0;28;32;60
3;0,59;0;0;0;0
0;0,09;0;28;32;60
1;0,44;0;15;0;15
0;0,38;1;28;17;45
1;0,42;0;15;0;15
0;0,31;0;28;17;45
1;0,2;0;15;25;40
1;0,32;0;15;17;32
0;0,21;0;28;25;53
1;0,28;0;15;17;32
2;0,55;1;0;0;0
0;0,17;1;28;25;53
